Data;Ora GMT;LatN;LonE;Prof (Km);Md;Ml;Area
28/03/2010;00:28:05;37.74;15.074;4.94;1.6;;0.9 km W M. Fontane
26/03/2010;00:52:45;37.692;14.968;9.15;;1.6;1.2 km NNW M. Parmentelli
27/03/2010;00:15:15;37.079;15.113;19.98;;2.2;3 km WSW Floridia
26/03/2010;00:53:35;38.039;15.12;35.3;;1.6;2.7 km NNW Novara di Sicilia
29/03/2010;00:23:42;37.812;15.124;1.68;;1.9;2.3 km NW Vena
29/03/2010;00:31:12;37.812;15.123;1.53;;1.7;2.4 km NW Vena
29/03/2010;00:54:10;37.812;15.118;1.7;;1.7;2.6 km NW Vena
29/03/2010;00:55:56;37.812;15.133;1.16;;2.3;1.9 km NW Vena
27/03/2010;00:57:01;38.219;15.814;12.12;;1.8;6 km SW S. Eufemia d'Aspromonte
30/03/2010;00:00:27;37.84;15.132;15.53;;2;Linguaglossa
30/03/2010;00:04:56;37.862;15.17;20.04;;2.4;3.0 km NE Linguaglossa
30/03/2010;00:08:22;37.869;15.189;23.89;;2.2;4.7 km NE Linguaglossa
30/03/2010;00:05:27;37.847;15.152;17.89;;1.9;Linguaglossa
30/03/2010;00:59:53;37.848;15.142;19.87;;1.5;0.3 km N Linguaglossa
30/03/2010;00:50:31;37.818;15.159;21.16;;1.5;2.7 km SSE Linguaglossa
30/03/2010;00:10:25;37.847;15.135;20.17;;1.5;0.5 km NW Linguaglossa
30/03/2010;00:10:41;37.831;15.149;21.51;;1.5;1 km SSE Linguaglossa
31/03/2010;00:10:27;37.855;15.135;15.37;;1.6;1.3 km NW Linguaglossa
31/03/2010;00:14:52;37.846;15.128;15.5;;1.7;1.1 km W Linguaglossa
31/03/2010;00:15:35;37.848;15.135;18.27;;2.1;Linguaglossa
01/04/2010;00:45:53;37.754;15.003;1.15;;2;0.5 km E Crateri centrali
01/04/2010;00:10:17;37.878;15.202;17.1;;1.9;6.2 km NE Linguaglossa
02/04/2010;00:21:55;37.807;15.106;0.64;;3.5;2.8 km E Villaggio Mareneve
02/04/2010;00:28:40;37.807;15.061;-0.41;;1.8;1.0 km W Villaggio Mareneve
02/04/2010;00:23:46;37.824;15.04;-0.75;;2.5;3.5 km NW Villaggio Turistico Mareneve
02/04/2010;00:48:08;37.805;15.047;-0.65;;1.7;2.2 km W Villaggio Mareneve
05/04/2010;00:31:12;37.886;15.211;18.43;;2.2;3 km NNW Gaggi
05/04/2010;00:38:06;37.873;15.218;19.03;;2.2;1.3 km NNW Gaggi
02/04/2010;00:06:07;37.803;15.091;-0.04;;1.8;2 km ESE Villaggio Turistico Mareneve
02/04/2010;00:04:45;37.799;15.079;0.31;;4.3;1 km SE Villaggio Turistico Mareneve
02/04/2010;00:05:31;37.804;15.057;-1.56;;4;1 km WSW Villaggio Turistico Mareneve
02/04/2010;00:10:56;37.8;15.046;0.36;;1.7;2 km WSW Villaggio Turistico Mareneve
02/04/2010;00:23:04;37.813;15.099;-0.16;;1.6;2 km ENE Villaggio Turistico Mareneve
04/04/2010;00:00:42;37.862;15.163;18.06;;2.2;3 km NE Linguaglossa
04/04/2010;00:30:27;37.737;15.155;9.24;;2.5;1 km SE S. Alfio
04/04/2010;00:56:23;37.803;15.047;0.37;;2.3;2 km WSW Villaggio Turistico Mareneve
02/04/2010;00:42:00;37.815;15.126;-1.58;;1.4;5 km ENE Villaggio Turistico Mareneve
02/04/2010;00:01:48;37.789;15.135;0.44;;1.7;Vena
03/04/2010;00:02:32;37.8;15.048;-0.35;;2.1;2.3 km SE Villaggio Turistico Mareneve
04/04/2010;00:06:47;37.739;15.159;9.36;;2.1;1.5 km SE S. Alfio
05/04/2010;00:14:10;37.704;15.132;0.35;;2;1.8 km NW S. Venerina
04/04/2010;00:24:34;37.704;15.129;0.5;;2;1.8 km NW S. Venerina
02/04/2010;00:53:27;37.798;15.049;1.43;;1.1;2.5 km SW Villaggio Turistico Mareneve
02/04/2010;00:19:50;37.805;15.066;0.34;;1.6;0.7 km SW Villaggio Turistico Mareneve
03/04/2010;00:05:13;37.801;15.038;0.12;;3.6;3 km SW Villaggio Turistico Mareneve
03/04/2010;00:23:40;37.798;15.048;0.02;;1.7;2 km WSW Villaggio Turistico Mareneve
03/04/2010;00:15:57;37.802;15.03;0.11;;1.7;4 km WSW Villaggio Turistico Mareneve
30/03/2010;00:01:38;37.851;15.132;16.33;;1.4;1.2 km NW Linguaglossa
30/03/2010;00:08:35;37.837;15.149;18.75;;1.3;Linguaglossa
30/03/2010;00:06:30;37.816;15.166;22.02;;1.3;1 km NW Piedimonte Etneo
31/03/2010;00:11:09;37.862;15.136;15.76;;1.1;2 km NNW Linguaglossa
31/03/2010;00:16:52;37.849;15.132;16.71;;1.6;1 km NE Linguaglossa
31/03/2010;00:51:13;37.853;15.132;16.2;;1.3;1.2 km NW Linguaglossa
31/03/2010;00:29:11;38.014;15.124;6.33;;1.4;Novara di Sicilia
31/03/2010;00:42:16;37.728;15.049;7.94;1.4;;1.5 km SSW Rocca Musarra
31/03/2010;00:34:39;37.726;15.112;8.52;1.2;;Milo
02/04/2010;00:28:15;37.792;15.046;3.81;;1.1;1.4 km NW I Due Monti
04/04/2010;00:07:35;37.803;15.046;-0.82;;1.1;2.6 km WSW Villaggio Turistico Mareneve
02/04/2010;00:13:33;37.806;15.127;-1.21;;1.6;1.6 km NW Vena
02/04/2010;00:15:41;37.808;15.047;-0.68;;1.5;2.3 km W Villaggio Turistico Mareneve
03/04/2010;00:55:05;37.867;15.201;17.14;;1.9;1.9 km NW Gaggi
03/04/2010;00:29:34;37.819;15.013;4.26;;1.7;1.8 km NW M. Nero
03/04/2010;00:42:56;37.798;15.024;1.72;;1.7;4.5 km WSW Villaggio Mareneve
02/04/2010;00:16:46;37.813;15.126;1.49;;1.8;2.4 km NNW Vena
03/04/2010;00:28:39;37.812;15.016;5.12;;1.6;1.3 km WNW M. Nero
07/04/2010;00:48:40;37.739;15.119;0.26;;1.6;0.5 km NE Fornazzo
02/04/2010;00:53:53;37.082;15.193;19.62;;1.7;3.0 km E Floridia
03/04/2010;00:03:32;37.037;15.14;21.62;;2;5.0 km S Floridia
04/04/2010;00:00:28;36.731;14.76;20.92;;1.8;7.5 km W Pozzallo
04/04/2010;00:38:26;38.408;14.963;8.23;;0.9;Vulcano
06/04/2010;00:12:43;36.972;14.936;25.48;;1.8;10.5 km SSE Palazzolo Acreide
03/04/2010;00:09:04;37.79;15;1.73;;1.7;3.2 km SW M. Nero
03/04/2010;00:22:12;37.781;15.006;1.11;;1.4;3.7 km SW M. Nero
03/04/2010;00:31:52;37.797;15.037;-0.22;;1.7;1.4 km SSE M. Nero
03/04/2010;00:15:59;37.803;15.044;-0.08;;1.4;1.3 km SE M. Nero
07/04/2010;00:39:11;37.704;15.03;7.3;1;;1.3 km NNE M. Serra Pizzuta Calvarina
07/04/2010;00:26:22;37.799;15.046;1.11;;0.4;1.8 km NNW I Due Monti
07/04/2010;00:27:18;37.798;15.048;1.19;;0.4;1.6 km NNW I Due Monti
07/04/2010;00:39:33;37.798;15.047;1.15;;0.6;1.7 km NNW I Due Monti
07/04/2010;00:27:21;37.868;15.207;17.52;;1.1;1.5 km NW Gaggi
07/04/2010;00:36:34;37.853;15.221;18.7;;1.1;1.0 km S Gaggi
07/04/2010;00:41:13;37.796;15.042;1.49;;0.7;1.9 km NW I Due Monti
07/04/2010;00:00:22;37.695;15.263;8.8;;0.8;6.6 km SE Riposto
07/04/2010;00:54:33;37.755;15.027;3.52;;0.8;1.0 km WNW M. Simone
08/04/2010;00:12:37;38.404;14.952;2.65;;0.7;Vulcano
08/04/2010;00:13:06;38.415;14.953;0.81;;0.5;Vulcano
09/04/2010;00:28:37;37.732;15.068;3.8;;0.9;1.7 km SW M. Fontane
09/04/2010;00:44:55;37.785;15.052;5.68;;1.1;1.9 km NE M. Frumento delle Concazze
10/04/2010;00:22:30;37.681;15.046;7.08;;1.6;2.1 km SE M. Serra Pizzuta Calvarina
10/04/2010;00:20:43;37.009;14.97;21.24;;1.7;8.1 km SE Palazzolo Acreide
09/04/2010;00:26:07;37.69;15.086;2.45;;1.8;1.8 km WSW Zafferana Etnea
10/04/2010;00:58:09;37.729;15.103;0.58;;1.9;1.3 km WNW Milo
10/04/2010;00:16:12;37.686;15.049;6.58;;1.8;1.5 km SW M. Arcimis
10/04/2010;00:18:35;37.808;14.914;27.81;;2.8;2.8 km NW M. Maletto
11/04/2010;00:05:08;37.802;15.036;-0.46;;2.4;0.8 km SE M. Nero
12/04/2010;00:50:25;37.801;15.038;-0.45;;1.1;1 km SE M. Nero
11/04/2010;00:06:25;37.81;15.039;0.36;;1.2;0.7 km E M. Nero
11/04/2010;01:18:01:55;37.282;14.529;19.6;;2;4.7 km NE Caltagirone
12/04/2010;00:18:33;38.142;15.109;15.41;;1.1;3.3 km NE Falcone
11/04/2010;00:01:20;37.585;15.09;1.96;;1.8;0.5 km NW S. Giovanni la Punta
13/04/2010;00:01:54;38.487;14.72;11.89;;1.8;10 km SW Salina
16/04/2010;00:41:07;38.525;16.016;13.55;;2;18 km SE Capo Vaticano
19/04/2010;00:59:22;37.88;15.183;16;;2.7;3.7 km NW Gaggi
20/04/2010;00:51:30;37.878;15.185;17.2;;2.5;3.5 km NW Gaggi
20/04/2010;00:14:58;37.883;15.199;17.26;;2;2.9 km NW Gaggi
20/04/2010;00:23:34;37.881;15.211;16.94;;1.9;2.2 km NNW Gaggi
20/04/2010;00:29:11;37.874;15.223;18.98;;2.1;1.5 km NNE Gaggi
20/04/2010;00:08:20;37.864;15.222;18.21;;1.6;Gaggi
20/04/2010;00:18:46;37.802;15.045;-0.33;;1.5;1.5 km SE M. Nero
20/04/2010;00:15:54;37.732;15.101;3.53;;1.5;1.5 km NW Milo
20/04/2010;00:44:08;37.888;15.192;17.4;;1.6;3.7 km NW Gaggi
18/04/2010;00:03:13;37.758;15.005;1.4;;1;1.5 km SW Pizzi Deneri
21/04/2010;00:09:59;37.888;15.18;17.18;;2.2;6 km NE Linguaglossa
21/04/2010;00:16:50;37.886;15.182;17.82;;2.1;6 km NE Linguaglossa
21/04/2010;00:17:58;37.893;15.188;17.04;;1.3;6 km NE Linguaglossa
21/04/2010;00:54:51;38.18;14.837;123.8;;2.9;5 km WNW Gioiosa Marea
23/04/2010;00:55:40;37.71;15.059;2.53;;0.8;0.5 km S M. Zoccolaro
23/04/2010;00:09:43;38.45;14.891;10.78;;1.6;4 km WSW Lipari
23/04/2010;00:20:16;37.738;15.051;3.85;;1.6;1.5 km E M. Centenari
23/04/2010;00:05:46;38.29;15.028;12.25;;2.6;9 km SSE Vulcano
23/04/2010;00:07:55;37.707;15.134;2.75;;1.8;2 km N S. Venerina
24/04/2010;00:18:47;37.683;15.093;-0.17;;1;1.5 km SW Zafferana Etnea
24/04/2010;00:47:11;37.705;15.12;-1.59;;1.1;1.5 km NE Zafferana Etnea
24/04/2010;00:51:13;38.119;15.201;7.93;;1.9;2 km NW Castroreale
24/04/2010;00:00:24;37.88;15.192;16.72;;2.1;5.5 km NE Linguaglossa
25/04/2010;00:52:56;38.272;16.012;13.97;;2;Aspromonte
25/04/2010;00:28:50;38.283;16.007;11.99;;2.3;Aspromonte
25/04/2010;00:32:25;37.871;15.197;16.53;;1.4;5.5 km NE Linguaglossa
25/04/2010;00:27:48;37.589;15.114;18.07;;2.1;1 km NW Valverde
25/04/2010;00:52:59;37.073;14.901;19.1;;2.1;Palazzolo Acreide (SR)
16/04/2010;00:54:18;38.464;15.849;46.74;;2.1;5 km NW Gioia Tauro
19/04/2010;00:41:25;37.977;14.327;14.89;;3.2;2.2 km SE Motta D'Affermo
26/04/2010;00:14:05;37.711;15.123;0.13;;1;1.5 km SSE Milo
26/04/2010;00:26:07;37.801;15.036;0.36;;1.2;1.0 km SSE M. Nero
26/04/2010;00:26:23;37.798;15.033;0.32;;1.4;1.2 km SSE M. Nero
26/04/2010;00:37:35;37.8;15.04;0.18;;1.1;1.3 km SSE M. Nero
26/04/2010;00:53:04;37.737;15.132;-1.55;;1.7;1.0 km SW S. Alfio
26/04/2010;00:04:41;37.799;15.039;0.69;;1.2;1 km SE M. Nero
26/04/2010;00:32:43;38.627;15.246;3.61;;2.1;15 km E Panarea
26/04/2010;00:25:00;37.799;15.038;1.01;;0.6;1.2 km SSE M. Nero
26/04/2010;00:52:57;37.054;15.009;9.28;;1.5;5.5 km NW Canicattini Bagni
28/04/2010;00:33:49;37.884;15.195;17.58;;1.5;2.3 km SE Motta Camastra
28/04/2010;00:47:29;37.875;15.203;17.67;;1.6;2.1 km NW Gaggi
28/04/2010;00:49:30;37.885;15.181;14.81;;1.7;1.4 km SE Motta Camastra
28/04/2010;00:45:47;37.678;15.089;2.62;;1.6;2.3 km SW Zafferana Etnea
27/04/2010;00:36:21;37.884;15.189;14.85;;2;6 km NE Linguaglossa
27/04/2010;00:36:22;37.888;15.193;18.8;;2.6;6.5 km NE Linguaglossa
27/04/2010;00:45:07;37.88;15.196;17.59;;2.5;6 km NE Linguaglossa
28/04/2010;00:39:52;37.886;15.193;18.14;;1.6;2 km SE Motta Camastra
27/04/2010;00:30:39;37.678;15.098;-1.59;;1.2;1.6 km S Zafferana Etnea
27/04/2010;00:45:22;37.786;15.102;11.86;;0.6;1.5 km SSE M. Crisimo
27/04/2010;00:47:53;37.786;15.091;11.17;;1;2.6 km E I Due Monti
27/04/2010;00:49:27;37.803;15.095;10.05;;0.5;1.9 km SE Villaggio Turistico Mareneve
27/04/2010;00:50:25;37.878;15.223;19.43;;0.9;2.0 km N Gaggi
27/04/2010;00:55:20;37.878;15.2;17.52;;1.1;3.0 km SE Motta Camastra
28/04/2010;00:36:18;37.798;15.043;1.48;;0.9;1.6 km SE M. Nero
28/04/2010;00:54:23;37.887;15.212;19.7;;1.3;3.1 km NNW Gaggi
28/04/2010;00:20:44;37.871;15.201;17.93;;1.5;2.1 km NW Gaggi
28/04/2010;00:19:47;37.874;14.871;20.92;;1.9;5 km N Maletto
28/04/2010;00:25:35;37.881;15.216;19.42;;1.9;2.2 km NNW Gaggi
29/04/2010;00:18:05;37.714;15.085;3.22;;0.9;0.5 km NNE M. Fior Di Cosimo
29/04/2010;00:05:51;37.703;15.127;-1.06;;1.4;2.0 km NNW S. Venerina
29/04/2010;00:27:57;37.518;16.126;29.71;;2.5;Mar Ionio
29/04/2010;00:40:43;37.796;15.037;1.16;;0.7;1.5 km SSE M. Nero
02/05/2010;00:09:48;37.734;15.103;2.71;;0.8;1.5 km NW Milo
02/05/2010;00:02:14;37.719;15.108;7.44;;1;1 km SW Milo
30/04/2010;00:16:47;37.442;14.667;18.12;;1.7;6.5 km NNW Ramacca
30/04/2010;00:35:35;37.742;15.05;3.83;;1.1;1.5 km NE M. Centenari
30/04/2010;00:50:07;37.883;15.198;17.07;;1.9;6.4 km NE Linguaglossa
01/05/2010;00:26:01;38.203;15.134;11.76;;1.2;Golfo di Patti
01/05/2010;00:26:54;38.204;15.138;11.3;;1.8;Golfo di Patti
01/05/2010;00:34:33;37.877;15.191;16.86;;1.4;5.5 km NE Linguaglossa
02/05/2010;00:56:23;37.761;15.132;6.1;;1;2 km NNW S. Alfio
03/05/2010;00:23:04;37.158;14.745;14.23;;2.6;0.5 km SW Vizzini
03/05/2010;00:03:18;37.726;15.088;4.12;;1;2.5 km W Milo
05/05/2010;00:50:28;37.741;15.021;0.4;;1.4;1 km NW M. Centenari
19/12/2009;00:16:51;37.788;14.914;17.6;;2.4;2.3 km SW M. Maletto
19/12/2009;00:22:12;37.772;14.899;22.65;;2.5;4.3 km SW M. Maletto
19/12/2009;00:40:23;37.778;14.907;21.41;;2.7;3.5 km SW M. Maletto
19/12/2009;00:57:40;37.781;14.916;21.29;;2.6;2.7 km SW M. Maletto
19/12/2009;00:43:40;37.776;14.92;24.14;;2.6;2.8 km SW M. Maletto
19/12/2009;00:44:40;37.766;14.902;22.03;;2.7;4.7 km SSW M. Maletto
19/12/2009;00:03:04;37.762;14.891;23.81;;2.7;5.5 km SE Bronte
19/12/2009;00:44:00;37.776;14.913;23.54;;2.3;3.2 km SW M. Maletto
19/12/2009;00:13:24;37.781;14.906;24.05;;2.8;3.4 km SW M. Maletto
19/12/2009;00:36:42;37.787;14.928;23.83;;2.9;1.4 km SW M. Maletto
19/12/2009;00:28:48;37.815;14.868;25.42;;2.7;1.4 km SSE Maletto
20/12/2009;00:23:14;37.786;14.909;23.31;;2.1;2.9 km SW M. Maletto
20/12/2009;00:52:25;37.812;14.879;24.72;;2.6;2.0 km SE Maletto
20/12/2009;00:01:33;37.8;14.923;22.71;;2.6;1.6 km WNW M. Maletto
23/12/2009;00:29:23;37.797;14.905;24.28;;2.9;3 km W M. Maletto
23/12/2009;00:33:08;37.796;14.907;24.26;;2.4;2.9 km W M. Maletto
23/12/2009;00:56:05;37.795;14.892;26.52;;2.4;4.2 km W M. Maletto
23/12/2009;00:13:29;37.79;14.895;22.69;;2.6;4 km WSW M. Maletto
23/12/2009;00:28:43;37.785;14.875;30.26;;2.4;3.6 km E Bronte
23/12/2009;00:25:01;37.797;14.895;22.57;;2.4;4.2 km SSE Maletto
23/12/2009;00:45:19;37.787;14.909;22.81;;2.2;2.9 km WSW M. Maletto
07/05/2010;00:33:40;38.591;14.49;11.43;;2.3;4.6 km WNW Filicudi
07/05/2010;00:37:28;38.372;14.932;3.34;;1.7;2 km SW Vulcano
08/05/2010;00:23:30;36.616;15.084;2.94;;3.6;9 km SW Portopalo di Capo Passero
09/05/2010;00:27:06;37.916;15.062;4.68;;1.3;Malvagna
09/05/2010;00:46:31;37.909;15.064;6.18;1.4;;Malvagna
09/05/2010;00:30:52;38.066;15.665;13.33;;1.3;5 km SSE Reggio Calabria
10/05/2010;00:19:38;37.717;14.914;6.84;;1.6;0.7 km SSW M. Intraleo
10/05/2010;00:56:52;37.723;14.92;5.79;;1.2;M. Intraleo
11/05/2010;00:10:11;38.028;15.05;8.74;;1.6;3 km ESE Montalbano Elicona
12/05/2010;00:36:30;37.728;14.901;5.88;;1.1;1.5 km WNW M. Intraleo
12/05/2010;00:18:05;37.16;15.553;24.07;;2.2;25 km NE Siracusa
12/05/2010;00:57:32;37.267;15.886;22.4;;2.5;57 km NE Siracusa
12/05/2010;00:57:03;37.723;14.911;5.57;;1.3;M. Intraleo
12/05/2010;00:36:46;37.744;15.083;2.92;1.1;;0.5 km NW M. Fontane
12/05/2010;00:54:51;37.736;14.909;4.05;;0.7;1.6 km NW M. Intraleo
12/05/2010;00:05:32;37.743;15.053;3.2;;1;Rocca Musarra
12/05/2010;00:07:48;37.756;15.007;1.09;;0.8;1.5 km SW Pizzi Deneri
13/05/2010;00:02:43;37.738;15.065;5.07;;1.9;1.2 km SSW M. Scorsone
13/05/2010;00:11:35;37.731;15.084;6.62;1.2;;1.0 km S M. Fontane
15/05/2010;00:32:38;37.109;15.219;19.54;;1.9;6.0 km ENE Floridia
14/05/2010;00:03:54;37.865;15.374;18.83;;1.8;5 km E Letojanni
15/05/2010;00:47:35;37.465;14.8;11.04;;2;12 km NE Ramacca
16/05/2010;00:48:40;37.778;15.001;16.05;;1.6;2 km NW Pizzi Deneri
16/05/2010;00:54:23;37.761;15.005;18.68;;1.7;1.4 km SW Pizzi Deneri
16/05/2010;00:45:41;37.743;15.058;3.32;;1.3;2.3 km WNW M. Fontane
18/05/2010;00:52:13;37.754;15.007;2;;1.1;Area Sommitale Etnea
18/05/2010;00:44:35;37.756;15.004;2.03;;0.8;Area Sommitale Etnea
18/05/2010;00:07:37;37.828;14.654;12.6;;2.1;5 km WSW Cesar
18/05/2010;00:00:10;37.84;14.662;9.11;;2.7;5 km W Cesar
18/05/2010;00:01:12;37.829;14.654;13.93;;2.4;5 km WSW Cesar
18/05/2010;00:02:33;37.835;14.659;12.11;;2.3;5 km WSW Cesar
19/05/2010;00:38:36;37.727;14.782;8.67;;1.6;7.9 km SW Bronte
19/05/2010;00:54:46;37.754;14.847;2.28;;1.1;3.8 km SE Bronte
19/05/2010;00:11:52;37.754;15.004;1.97;;1.7;Area Sommitale
19/05/2010;00:25:45;37.756;15.002;2.16;;1.2;Area Sommitale
19/05/2010;00:38:01;37.75;14.997;0.89;;1.2;Area Sommitale
18/05/2010;00:12:19;37.782;14.671;17.43;;1.6;7 km SW Cesar
18/05/2010;00:18:43;37.827;14.657;13.86;;2.2;5 km WSW Cesar
18/05/2010;00:41:50;37.803;14.647;15.79;;1.7;7 km SW Cesar
19/05/2010;00:32:13;37.75;14.855;2.98;;1.1;4 km SSE Bronte
21/05/2010;00:16:22;38.457;14.251;11.48;;2.4;11.5 km SW Alicudi
23/05/2010;00:53:20;38.584;14.261;9.43;;2.8;8.0 km NW Alicudi
21/05/2010;00:58:26;38.433;14.247;10.28;;2.3;14 km SW Alicudi
23/05/2010;00:12:01;38.555;14.281;10.7;;3.1;7 km W Alicudi
23/05/2010;00:53:25;38.428;14.257;10.12;;2.4;13 km SW Alicudi
23/05/2010;00:13:18;38.593;14.252;5.95;;2.7;9.0 km NW Alicudi
23/05/2010;00:50:02;38.452;14.258;9.34;;1.9;12 km SW Alicudi
23/05/2010;00:18:03;38.084;15.111;7.65;;0.6;2.0 km SW Mazzarr S. Andrea
23/05/2010;00:00:05;37.842;15.239;17.8;;1.2;2.6 km SSE Gaggi
23/05/2010;00:02:19;37.884;15.188;14.94;;1.6;4.0 km NW Gaggi
23/05/2010;00:22:27;37.852;15.24;18.57;;1;1.8 km SE Gaggi
23/05/2010;00:28:35;37.868;15.224;17.12;;0.7;0.8 km N Gaggi
21/05/2010;00:18:44;38.739;15.302;155.55;;3.6;Tirreno meridionale
22/05/2010;00:23:44;37.637;14.977;9.25;;1.8;2.5 km E Ragalna
23/05/2010;00:20:22;37.82;15.243;20.16;;1.5;1.3 km ESE Calatabiano
23/05/2010;00:13:52;37.884;15.18;14.55;;1.6;5 km E Castiglione di Sicilia
24/05/2010;00:53:12;38.512;16.028;14.58;;1.6;3 km NE Rosarno (RC)
24/05/2010;00:13:16;38.513;14.261;13.32;;2.8;7.5 km SW Alicudi
24/05/2010;00:39:43;38.485;15.493;128.72;;2.4;20 km NNW Capo Rasocolmo
24/05/2010;00:41:17;37.877;15.188;16.14;;2.3;3 km NW Gaggi
25/05/2010;00:46:25;37.743;15.058;4.16;;1.1;Rocca Musarra
27/05/2010;00:53:24;38.416;16.17;24.55;;2.1;15 km SE Rosarno (RC)
27/05/2010;00:00:46;38.422;16.163;23.83;;2.6;15 km SE Rosarno (RC)
30/05/2010;00:22:52;37.74;15.077;6.05;;0.7;0.6 km W M. Fontane
29/05/2010;00:29:15;37.759;15.145;6.22;;1;1.6 km N S. Alfio
29/05/2010;00:44:04;37.757;15.006;1.9;;1;1 km NE Crateri Centrali
29/05/2010;00:24:36;37.874;15.57;16.59;;1.6;20 km ESE Capo S. Alessio
31/05/2010;00:47:56;37.754;15.002;1.96;;1.4;0.5 km ENE Crateri Centrali
31/05/2010;00:57:40;37.754;15.004;1.97;;1.2;0.7 km ENE Crateri Centrali
31/05/2010;00:59:03;37.758;15.007;2.07;;0.8;1 km NE Crateri Centrali
31/05/2010;00:39:38;37.852;15.132;17.93;;1.1;1.3 km NW Linguaglossa
01/06/2010;00:04:04;37.242;14.525;25.72;;1.9;1 km E Caltagirone
03/06/2010;00:18:27;37.733;15.092;3.62;;0.7;1.0 km SE M. Fontane
06/06/2010;00:47:19;37.563;14.912;3.72;;1.7;Patern
06/06/2010;00:49:53;38.209;15.123;14.85;;3.8;Golfo di Patti
06/06/2010;00:08:29;38.21;15.121;14.59;;2.2;Golfo di Patti
06/06/2010;00:43:55;38.205;15.127;16.46;;1.3;Golfo di Patti
04/06/2010;00:14:43;37.734;15.094;8.07;;1;1 km SE M. Fontane
05/06/2010;00:25:06;38.049;15.142;6.68;;1.1;3.8 km NNE Novara di Sicilia
06/06/2010;00:52:53;38.197;15.138;11.81;1.2;;Golfo di Patti
06/06/2010;00:56:46;38.205;15.119;14.75;;1.7;Golfo di Patti
06/06/2010;00:03:39;38.198;15.121;11.13;;1.3;Golfo di Patti
06/06/2010;00:08:47;38.208;15.125;12.86;;1.3;Golfo di Patti
06/06/2010;00:27:01;38.202;15.124;14.29;;1.5;Golfo di Patti
06/06/2010;00:46:14;37.615;14.935;-1.59;;1.1;2 km SW Ragalna
06/06/2010;00:53:48;38.214;15.129;18.19;;1.2;Golfo di Patti
06/06/2010;00:42:44;38.202;15.132;11.82;;1.3;Golfo di Patti
07/06/2010;00:16:02;38.227;14.808;129.35;;2.3;8.5 km NNE Capo D'Orlando
07/06/2010;00:26:35;37.873;14.947;28.99;;1.3;Randazzo
07/06/2010;00:19:31;38.141;15.729;10;;0.8;7.0 km NE Reggio Calabria
05/06/2010;13:13:22;38.436;16.014;22.71;;2.7;4.03 km W da Melicucco (RC)
08/06/2010;02:51:13;37.741;15.178;3.98;1;;1.90 km N da Giarre (CT)
08/06/2010;14:33:20;37.689;15.016;10.11;;1;1.32 km SW da Case del Vescovo (CT)
08/06/2010;02:52:52;37.755;15.112;6.32;;0.8;1.69 km SW da Pietrafucile (CT)
09/06/2010;03:41:38;37.739;15.11;5.81;;0.6;1.98 km N da Milo (CT)
09/06/2010;10:08:34;37.703;14.877;18.64;;2.2;3.10 km W da Contrada Feliciosa (CT)
13/06/2010;07:03:41;38.359;13.598;1.43;;3.5;31.5 km N da Santa Flavia (PA)
12/06/2010;08:32:53;38.596;15.726;77.6;;2.3;12.7 km W da Ricadi (VV)
14/06/2010;02:17:20;37.691;14.958;0.15;;1.2;1.5 km NW da M. Parmentelli (CT)
14/06/2010;02:17:38;37.696;14.971;1.15;;1.2;1.2 km S da M. Denza (CT)
16/06/2010;22:39:41;38.827;16.219;33.21;;4.1;4.3 km W da Acconia (CZ)
16/06/2010;13:29:06;37.755;15.003;1.58;;1.2;0.7 km E da Crateri Centrali (CT)
17/06/2010;21:41:27;38.147;14.955;14.35;;1.5;1.4 km NW da Patti (ME)
18/06/2010;19:55:41;37.754;15.006;1.14;;1.2;1.0 km E da Crateri Centrali (CT)
19/06/2010;14:08:37;37.687;14.913;-1.21;;1.3;1.0 km S da Contrada Feliciosa (CT)
19/06/2010;22:12:48;37.743;15.055;3.81;;1.1;1.4 km SW da Monte Scorsone (CT)
19/06/2010;20:26:02;37.937;15.564;9.82;;2.3;13.5 km SW da Motta San Giovanni (RC)
21/06/2010;08:42:35;37.01;15.012;15.13;;2.2;5.1 km SW da Canicattini Bagni (SR)
21/06/2010;23:15:53;37.017;14.996;9.97;;1.8;6.1 km W da Canicattini Bagni (SR)
23/06/2010;09:42:25;37.646;15.114;-1.5;;1.8;1.5 km NE da Lavinaio (CT)
23/06/2010;15:27:15;37.197;15.444;24.31;;1.9;19.0 km NE da Siracusa (SR)
25/06/2010;00:59:45;38.173;15.553;15.7;;1.2;1.6 km S da Messina (ME)
25/06/2010;02:42:12;38.169;15.561;15.33;;1.3;2.3 km SE da Messina (ME)
25/06/2010;12:51:38;38.178;15.562;16.98;;1.2;1.5 km SE da Messina (ME)
25/06/2010;13:39:13;36.954;14.532;21.44;;2;0.4 km N da Vittoria (RG)
25/06/2010;16:52:18;38.169;15.562;15.38;;1.2;2.3 km SE da Messina (ME)
25/06/2010;19:45:44;38.17;15.562;15.82;;1.5;2.2 km SE da Messina (ME)
25/06/2010;20:46:48;38.182;15.565;17.23;;1.2;1.5 km E da Messina (ME)
26/06/2010;16:42:31;38.18;15.564;16.53;;1.5;1.5 km SE da Messina (ME)
26/06/2010;12:54:17;37.779;15.106;12.94;;1.3;2.8 km NW da Pietrafucile (CT)
26/06/2010;16:31:36;37.745;15.009;-1.46;;0.8;1.5 km SE da Crateri Centrali (CT)
